211327,-4668704,-9808147,88dcd665-564d-4709-8f44-1f8d0bd25d83,bfd30082-98f6-482b-925f-ca47a65b429f
-4834458,-5097690,-5151915,b7da32af-63a8-4c9b-bb84-8cc0bf12b977,0fc6c9ed-acfe-4ec1-a425-8dc2e3f48138
-3396316,-9616612,-4818374,455f11af-1d67-4fcd-829d-7efa302d3356,281c156f-ab49-46bb-812b-01528b5d074a
-4940581,760662,-5978002,c33a9fdf-26f2-478c-b1a2-807e1e234531,86fa8435-3aea-448c-b1ce-c5c4a7b393cb
-5965134,-1257286,-7636044,e5eb2443-d0b6-4e5d-9f93-60e373e127dc,477826cf-f546-4fb1-8c11-b9ed56e9e72e
-5138160,-8401088,-9700548,0f026aae-3ded-4724-b6ba-40af00f149ff,2d693bfa-faf8-45df-ae5f-a228361fa45a
-2104120,-5294256,-1916141,72af061b-b6bb-4411-93d2-a6e09ee29685,a0b72015-34e6-4696-a081-1e3c0213e18e
-5895292,-9008058,-9123652,109914ca-c0e9-4967-98fb-6027ad5ba178,91843f98-2a8a-4fbf-87a6-734c31d94473
-9420618,-1878327,-9608901,c9d02485-70ab-448e-bf0b-d8a975772c4f,9948fa97-9b56-411c-88cd-6a1d0eccf37c
-8245710,-5570859,-7566611,d0895cb3-674c-4d74-9287-e8a8372bad7d,dc7794c7-7888-44e0-ac67-bf3df7abb3d2
-8923230,-6084798,-1170784,785fa7c2-83bf-48c1-8256-023bb3105bf3,c43903e2-240d-4d71-9066-5fb163f8c4c6
-6342978,-7977258,-1651967,5357047d-a047-431c-81fd-6e26383be98b,4b9b3dd7-85a4-48a3-9d7d-2c829636a4ae
-20728,-6658296,-5777951,d40ff13b-dae4-4e25-9435-cd01f68769d3,9df5a942-b9ef-4e0f-b38c-1418989b1d03
-1986195,-7130585,-5514988,4388fd12-13f0-4956-a5a2-f6df08c27982,c8cb4842-3f1f-4f00-abed-410d20247007
-6081102,-3470216,-1231748,7226ff56-6e38-4b57-95cd-e9c07311d9c8,5c0e5b75-9163-422a-b9e0-38c1efe00f65
-8206014,-3030163,-7447245,67371ecd-a0fd-49cb-b363-61e257a400dd,c072f7a6-6f5d-4de6-87aa-30a9c03a4612
-6253421,-630466,-8575267,5b0d23ed-909a-400e-ab24-697cb02790f9,d68e080c-8d6c-42c3-9276-5ec88022adb6
-3206376,-3564541,-2232990,022271f0-3e4d-4f2d-aafd-28d3508c08ae,206e5496-771b-4480-826f-499e117aafc0
-2345467,-4786188,-450287,d8107405-b40a-4b09-a57f-5a5e2d8e7f46,b7728c2a-0b03-4488-97b6-07a9810997d8
-1700440,-7631084,-2334353,2e5ebbee-bf5d-4420-83d5-07ce7c7c1438,290ca299-7c87-4fcc-84ea-880d80761036
-6421645,872138,472246,00b74a65-4197-443c-bd80-ae291f134005,3c9c3f80-f9d8-4954-95da-afb53bbe8c99
-5267015,-6008785,-9788872,19ea0c3b-e7cc-4986-a645-2829b668fb03,896da7f7-010c-425c-b1fb-06fa4514e546
-3764793,-9865581,-9264480,1a0e0e9a-ed41-4e4f-a1c9-3f37a3fc2d30,bc2d3389-5046-475c-9197-8f042e6823d4
-7070539,-2219870,-4093577,a3bbfe14-33db-43fe-9e72-206b142e4ae4,26ceb142-b82d-4c8b-b721-4dc705a55449
-12774,-9141937,-2219496,e1a12cf1-560f-47fc-a0fe-e2da28603305,cc5908e3-b7bb-4508-baf8-72888a4326b9
-1171418,-5635803,-5209543,6c98cb76-8188-47f5-96a8-0a8bb8a83758,f7c54e04-b4d4-4548-a6fa-3d3e429fc293
-501380,-1659764,-6301530,532532d2-af79-45be-b5b4-30f367d35303,f13d8f94-35bf-4a42-90c0-843fec57b544
-3193081,-9548837,-193327,d6f18a30-86c1-45aa-87b3-fbedf6b53f63,1438d564-abfe-4d39-9486-b66af73ad513
-5736228,-1131196,-1890870,d33fef64-b6f0-4018-8d7a-4ef46cd6ae17,d1354e12-c827-410e-8356-3d6908f25e21
-6793794,-3204731,-8837709,47754600-fa06-421f-ad98-1cb6c1a4936c,cd5992f8-d88a-46d5-9823-624a07c35590
-7945385,-8305718,-8478687,57c7b9f5-a612-48f0-8502-40e44b5ce2ec,450c280a-9649-4509-828b-e6d725843e0e
-4093791,-2798495,-2312767,6e69420e-0e3f-4301-8060-bc817667a84b,864fcb22-f30c-4c3f-b0f6-06f7666b88b4
-3902130,-3643869,-1998908,6d4325fd-ab0a-4a93-84ac-b74d3e143788,70b7b66b-349f-438f-a354-6a5f59fd32d2
-651056,-7414254,-7699086,2afd13dc-565e-4caa-9576-ef4ab3397b01,7a1f1d92-78b5-4dfc-a740-769aa933b265
-7310100,-2380369,-5275208,c9c91e72-6f1b-43d5-be55-a8623a4ec6b3,027d8c05-76b5-45db-965a-b8659e30e186
-7887521,-854325,-9066325,45bfeb5e-30b3-47c4-96ed-0259e9aa96a9,569caaa8-0031-46cd-95cb-85a8cffd67e2
-4069999,-1255948,-1897243,36edfe1d-4cae-427b-92a7-c3c1ff245a7c,95f41508-51fa-4816-840b-644036183367
-6039025,-8196261,-6732631,060fba1c-23b1-4b85-8421-280acc674ab8,382afa1e-7c34-4ec8-83f6-81217c4cdb7f
-1310776,-1640402,-8796032,5ed141db-3e7f-497a-86bd-5b45c9df17c2,ba3d664e-24a4-4c33-8b6f-3914f6f61d72
-3077632,-9258406,-6176240,48edb153-0464-4aac-a2a6-9c52ad021c8a,3c8b05ff-5da2-4306-874c-4086596023a1
-5939083,-664002,-8568245,b4c5fb94-fa81-411c-92c7-4e7acdc96499,595c326d-2878-4af9-b01d-a10cd83bcb97
687159,-7203453,-382650,5f3bd474-f1c7-4300-b477-45b7a1cc5940,1f24b87f-d386-4a96-be2b-8131a8e90366
-4449815,-9690676,-8703389,4953ddb0-a02c-45f6-9c25-b634ba94cfe3,01be36cc-6811-454f-9cc0-c776b192aa09
-3427565,-969519,-2589397,a357f420-6a89-4505-be5b-c7262f6dd321,c7fc9bed-32bf-4113-9501-4f37daf185db
-9453631,25297,-8210365,634fcac1-d941-4159-8e1e-0fb059727785,b7cb5b3b-c52e-4a38-b56c-882fae488e47
-3289016,688355,-4072103,fa67b905-eba9-4d3f-93da-430a6f273909,eb2f488b-0988-4eb1-b9b7-e4f85f43b4f6
-9614257,-6193220,-3396829,68fdcf83-9360-42d3-b9bc-695a543dca9c,8a1275c1-e8e9-4cdd-a71b-a6ab93f3418f
-7027704,-120532,-9863440,406b3dd1-b4c4-4e83-9934-f7a857afde37,329f7aa4-6125-4dc9-8c3d-6b03b730048d
-8074088,-333254,-6243736,f838f2c7-1f78-4547-a1e9-ee0fd8e4623d,5e4475b0-249e-41d6-9fe2-49e4918aeab2
-6330844,-3711917,-3431384,0b67bcdd-664b-46df-98ef-6ebcd6fd083d,169e24be-20e7-4ae2-a6fa-fed64ea2e3ec
-5436487,-5907491,-8114043,94a5fbfb-16df-46a3-bb0e-4366eed69084,c9a89789-3a59-4195-845d-094eb6d92d60
-6524197,-1491599,-5616151,1ea50276-5198-4391-9bf9-1b774803cc20,227e049f-815a-4107-8ce4-99f0f13c6b7a
-9100866,-3724276,-7645040,21bb5e1f-c758-46d2-a61d-9da5280691fd,a79575e4-2ce0-4a1a-b62a-5657511fb111
